,년월,최고기온,최저기온,평균기온,평균운량,일강수량,상대습도,평균평속
144,2002/1,5.0,-3.2,0.7,5.2,58.7,67.0,2.7
145,2002/2,7.5,-3.5,1.7,3.2,9.0,57.8,2.1
146,2002/3,14.7,2.0,8.1,4.1,25.9,53.4,2.9
147,2002/4,20.8,8.0,14.4,4.9,132.0,50.9,3.1
148,2002/5,23.6,12.9,18.1,5.5,106.9,60.0,2.7
149,2002/6,27.5,17.2,22.2,4.7,57.9,60.3,2.6
150,2002/7,29.5,22.1,25.5,7.2,186.2,71.9,2.8
151,2002/8,27.6,21.6,24.2,8.2,482.4,78.8,2.7
152,2002/9,25.5,16.2,20.5,5.4,90.5,72.3,2.1
153,2002/10,17.8,7.0,12.2,4.5,58.0,68.4,2.2
154,2002/11,9.3,-0.8,4.1,4.2,26.3,61.8,2.4
155,2002/12,6.3,-2.7,1.6,4.7,48.0,66.9,2.1
156,2003/1,2.1,-7.5,-2.9,4.5,16.2,66.4,2.1
157,2003/2,7.1,-2.1,2.2,5.3,45.0,64.1,2.2
158,2003/3,11.6,1.2,6.3,5.7,38.9,59.6,2.0
159,2003/4,18.8,7.9,13.2,5.6,192.7,58.1,2.0
160,2003/5,24.9,13.3,19.1,5.2,113.5,59.7,1.9
161,2003/6,26.2,18.1,21.9,7.2,186.0,68.0,1.7
162,2003/7,27.1,20.3,23.4,7.8,467.2,76.0,1.7
163,2003/8,27.8,21.2,24.1,7.7,293.9,77.1,1.5
164,2003/9,25.5,16.9,20.8,6.4,150.6,75.8,1.5
165,2003/10,19.9,7.6,13.4,3.2,32.5,62.8,1.5
166,2003/11,14.6,4.3,9.3,5.2,33.1,67.8,1.4
167,2003/12,5.7,-3.4,1.0,4.0,12.2,62.2,1.6
168,2004/1,3.6,-6.5,-1.7,3.8,12.5,63.0,1.5
169,2004/2,8.8,-3.0,2.6,3.3,42.3,54.6,2.0
170,2004/3,12.7,-0.3,6.1,3.9,67.3,48.5,1.8
171,2004/4,20.4,6.7,13.4,3.8,61.0,46.4,2.0
172,2004/5,23.3,13.4,18.2,6.1,121.8,60.2,1.9
173,2004/6,28.2,18.3,23.1,6.5,421.5,61.5,1.7
174,2004/7,29.8,22.7,26.0,7.5,318.9,75.5,1.7
175,2004/8,30.2,22.3,25.8,6.1,247.6,71.1,1.8
176,2004/9,26.3,17.2,21.4,6.1,139.0,70.3,1.8
177,2004/10,21.6,8.6,14.7,3.3,2.0,58.4,1.6
178,2004/11,14.9,3.1,8.7,4.4,34.0,64.5,1.3
179,2004/12,7.8,-2.1,2.5,3.9,38.0,59.2,1.5
180,2005/1,3.6,-6.1,-1.6,4.2,4.6,54.1,1.9
181,2005/2,4.1,-5.4,-0.9,4.4,13.8,50.9,2.2
182,2005/3,11.4,-0.3,5.2,3.8,36.8,50.2,2.3
183,2005/4,20.6,7.7,14.0,4.2,66.1,46.8,2.1
184,2005/5,24.1,12.0,17.9,4.0,50.7,54.1,1.9
185,2005/6,28.1,18.9,23.0,6.3,170.0,67.7,1.7
186,2005/7,29.3,22.3,25.5,7.3,373.1,73.4,1.6
187,2005/8,29.6,22.3,25.4,6.7,334.7,74.5,1.6
188,2005/9,26.9,18.7,22.4,6.7,295.5,70.0,1.7
189,2005/10,20.2,9.3,14.4,4.1,54.6,68.0,1.2
190,2005/11,14.4,2.3,8.2,3.0,16.0,58.9,1.2
191,2005/12,1.3,-8.3,-3.5,3.7,11.3,59.7,1.4
192,2006/1,5.1,-4.1,0.2,4.8,20.0,60.8,1.3
193,2006/2,5.9,-4.0,0.7,4.9,28.9,56.4,1.6
194,2006/3,12.4,0.2,6.1,4.2,8.2,48.2,2.0
195,2006/4,17.8,7.0,12.1,5.8,89.3,53.3,2.1
196,2006/5,24.5,13.8,18.9,5.5,119.4,57.9,1.8
197,2006/6,27.9,18.5,22.9,5.6,115.5,64.7,1.7
198,2006/7,27.1,21.4,23.8,8.7,508.0,80.2,1.6
199,2006/8,31.6,23.1,26.9,5.6,52.0,69.8,1.4
200,2006/9,25.7,15.3,20.2,5.2,18.4,63.5,1.4
201,2006/10,23.7,11.6,17.3,3.0,21.3,64.7,1.1
202,2006/11,13.9,3.7,8.7,5.1,83.4,60.9,1.5
203,2006/12,6.8,-3.1,1.5,4.2,16.7,66.8,1.1
204,2007/1,5.7,-3.9,0.5,4.3,11.2,62.8,1.2
205,2007/2,10.5,-1.3,4.3,3.4,33.3,56.6,1.3
206,2007/3,13.1,2.1,7.2,5.6,103.2,58.7,1.8
207,2007/4,18.9,6.5,12.4,4.8,35.8,48.6,1.8
208,2007/5,24.8,13.7,18.9,4.8,145.5,56.8,1.9
209,2007/6,28.2,18.8,23.1,6.3,81.2,60.5,1.8
210,2007/7,28.4,21.7,24.7,7.7,273.2,74.0,1.7
211,2007/8,30.7,23.4,26.6,6.8,385.5,76.6,1.6
212,2007/9,25.7,18.5,21.7,7.7,391.4,80.4,1.7
213,2007/10,20.7,11.0,15.4,4.8,43.5,68.1,1.3
214,2007/11,12.7,2.0,7.0,3.1,8.8,61.3,1.3
215,2007/12,6.5,-1.4,2.2,5.1,21.9,70.0,1.3
216,2008/1,3.1,-4.6,-1.0,5.2,29.0,63.3,1.3
217,2008/2,4.9,-6.0,-1.0,2.4,7.7,52.2,1.3
218,2008/3,13.9,2.5,7.7,4.3,29.4,56.4,1.5
219,2008/4,21.2,8.1,14.4,4.3,27.0,52.2,1.8
220,2008/5,25.1,13.2,18.9,4.4,64.5,55.2,1.7
221,2008/6,26.8,17.9,22.1,6.8,112.0,66.1,1.8
222,2008/7,31.6,23.6,27.1,7.5,296.6,73.9,1.4
223,2008/8,30.3,21.7,25.7,5.7,195.5,69.6,1.6
224,2008/9,27.9,18.1,22.5,5.3,92.6,67.4,1.2
225,2008/10,21.9,11.0,16.0,4.4,13.1,67.4,1.1
226,2008/11,12.6,2.1,7.0,5.1,10.5,63.4,1.1
227,2008/12,6.1,-3.6,0.9,4.3,14.4,59.8,1.3
228,2009/1,2.9,-7.3,-2.7,3.9,17.8,61.0,1.3
229,2009/2,7.8,-1.8,2.8,5.9,13.1,61.2,1.4
230,2009/3,12.4,0.9,6.3,5.0,54.9,52.7,1.9
231,2009/4,19.1,6.5,12.5,4.5,30.4,49.9,1.6
232,2009/5,25.2,12.9,18.8,4.4,109.6,54.0,1.6
233,2009/6,28.3,18.0,22.9,5.4,77.2,59.8,1.6
234,2009/7,28.9,20.8,24.4,7.5,345.7,73.0,1.6
235,2009/8,30.4,21.7,25.6,6.0,187.5,67.5,1.7
236,2009/9,27.0,17.1,21.7,5.1,49.5,66.3,1.3
237,2009/10,22.4,10.5,15.9,3.3,49.5,61.0,1.3
238,2009/11,11.8,3.6,7.4,5.7,43.9,63.6,1.4
239,2009/12,4.0,-3.8,-0.1,4.8,40.7,64.5,1.3
240,2010/1,1.7,-7.6,-3.2,4.2,37.8,65.9,1.2
241,2010/2,6.7,-1.9,2.1,5.1,69.2,61.1,1.4
242,2010/3,9.9,1.3,5.3,6.3,99.8,60.4,1.9
243,2010/4,16.4,5.0,10.4,5.3,70.5,52.1,1.8
244,2010/5,24.6,12.8,18.5,5.1,110.0,55.5,1.7
245,2010/6,29.4,19.1,24.0,5.4,42.6,58.8,1.6
246,2010/7,30.8,23.2,26.6,7.3,224.1,74.0,1.6
247,2010/8,32.1,25.0,28.0,7.4,433.2,80.1,1.5
248,2010/9,27.5,19.0,22.8,5.9,278.6,76.8,1.4
249,2010/10,20.5,10.1,14.8,3.9,17.1,70.5,1.2
250,2010/11,12.9,1.8,7.0,3.2,15.7,61.3,1.2
251,2010/12,4.8,-4.4,0.0,4.0,23.8,66.3,1.3
