,년월,최고기온,최저기온,평균기온,평균운량,일강수량,상대습도,평균평속
197,2006-06-01,26.3,18.1,21.8,6.1,168.5,67.8,2.2
198,2006-07-01,26,20.9,23.1,8.7,1014,81.7,2.3
199,2006-08-01,31.1,23.9,27,5.4,121.2,69.1,2.1
200,2006-09-01,25.7,16.9,21.1,4.7,11.1,58.1,2.1
201,2006-10-01,22.6,13.9,17.9,3.2,30.2,62.1,2
202,2006-11-01,12.4,4.5,8.4,4.3,47.6,57.5,2.4
203,2006-12-01,5.4,-2,1.4,3.7,17.3,58.5,2.1
204,2007-01-01,4.1,-2.8,0.4,3.5,10.8,56.2,2
205,2007-02-01,8.7,0.1,4,3.3,12.6,52.8,2.3
206,2007-03-01,10.3,2.3,6.1,5.2,123.5,59.7,2.7
207,2007-04-01,16.1,7.5,11.4,4.8,41.1,52.9,2.8
208,2007-05-01,23.4,13.6,18.1,5.5,137.6,62.1,2.6
209,2007-06-01,27.7,19.2,23.2,6.1,54.5,60.9,2.3
210,2007-07-01,27.8,21.3,24.2,7.6,274.1,74.8,2.4
211,2007-08-01,29.9,23.8,26.5,6.9,237.6,74.8,2.6
212,2007-09-01,25.1,18.6,21.5,7.3,241.9,73.7,2.5
213,2007-10-01,19.6,11.3,15.1,4.9,39.5,62.6,2.1
214,2007-11-01,11.4,2.8,6.7,3.1,26.4,54.7,2.2
215,2007-12-01,5.4,-1.4,1.8,4,12.7,60.1,2.4
216,2008-01-01,1.9,-5,-1.7,4.5,17.7,49.8,2.3
217,2008-02-01,3.2,-4.9,-1.2,2.3,15,45.6,2.7
218,2008-03-01,11.9,3.7,7.3,4.2,53.9,56.2,2.6
219,2008-04-01,19.5,9.3,14.1,4.6,38.5,50.3,2.7
220,2008-05-01,22.7,13.1,17.7,4.8,97.7,58.1,2.7
221,2008-06-01,26.1,17.6,21.5,6.5,165,65.3,2.7
222,2008-07-01,28.4,22.6,25.1,8.2,530.8,78.3,2.4
223,2008-08-01,29.5,21.8,25.3,5.4,251.2,69.4,2.5
224,2008-09-01,26.9,18,22,5.2,99.2,64.1,1.9
225,2008-10-01,21,12.1,16.1,3.9,41.8,61.6,2
226,2008-11-01,11.7,3.8,7.6,4.3,19.6,57.9,2.2
227,2008-12-01,5,-2.7,1.1,4.3,25.9,56,2.5
228,2009-01-01,2.3,-5.5,-2,2.5,5.7,50,2.5
229,2009-02-01,6.8,-0.6,2.9,5.3,36.9,56.8,2.5
230,2009-03-01,10.6,1.8,6,4.4,63.9,51.9,3.1
231,2009-04-01,18,8.1,12.7,4.1,66.5,54.4,2.6
232,2009-05-01,24.3,14.6,19.1,4.3,109,58.7,2.5
233,2009-06-01,26.7,18.8,22.4,5.4,132,66,2.5
234,2009-07-01,28.2,21,24.3,6.7,659.4,75.8,2.3
235,2009-08-01,29.5,22.4,25.7,5.6,285.3,69.1,2.2
236,2009-09-01,26.3,17.7,21.8,4,64.5,64.4,1.8
237,2009-10-01,20.9,11.7,16,2.5,66.9,62,2.1
238,2009-11-01,10.4,3.7,6.9,5.1,52.4,63.9,2.5
239,2009-12-01,2.5,-4.2,-1,3.8,21.5,60.3,2.5
240,2010-01-01,-0.7,-8.1,-4.5,3.7,29.3,64.7,2.3
241,2010-02-01,4.9,-1.7,1.4,4.8,55.3,58.5,2.4
242,2010-03-01,8.1,0.5,4.3,6.2,82.5,58.7,2.9
243,2010-04-01,14,5.6,9.5,5.2,62.8,54.1,2.9
244,2010-05-01,22,13,17.2,5.4,124,62.2,2.6
245,2010-06-01,28.2,19.3,23.4,5,127.6,61.7,2.1
246,2010-07-01,29.3,23.1,25.8,7.4,239.2,73.5,2.5
247,2010-08-01,30,23.8,26.5,7.6,598.7,77.7,2.4
248,2010-09-01,26,18.5,21.8,5.9,671.5,72.3,2.3
249,2010-10-01,19.3,10.4,14.5,3.7,25.6,60.9,2.2
250,2010-11-01,11.3,2.5,6.5,3.4,10.9,55,2.8
251,2010-12-01,3.1,-5.1,-1.3,4.1,16.1,55.9,3
252,2011-01-01,-3.4,-10.5,-7.2,2.7,8.9,53.8,2.8
253,2011-02-01,5.9,-2.5,1.2,4,29.1,55.2,2.6
254,2011-03-01,8.3,-0.1,3.6,3.3,14.6,51.1,3.4
255,2011-04-01,15.6,6.8,10.7,4.7,110.1,54.2,3.2
256,2011-05-01,23,13.6,17.9,5.6,53.4,56.4,2.8
257,2011-06-01,26.6,18.4,22,6.1,404.5,66.6,2.9
258,2011-07-01,28,22,24.6,8,1131,78.8,2.4
259,2011-08-01,29.5,23,25.8,7.5,166.8,74.3,2.5
260,2011-09-01,26.6,17.7,21.8,4.5,25.6,58.2,2.4
261,2011-10-01,19.3,9.7,14.2,3.8,32,54.5,2.1
262,2011-11-01,14.7,7.2,10.7,6,56.2,60.4,2.7
263,2011-12-01,2.9,-4.1,-0.9,3.9,7.1,50.4,2.6
264,2012-01-01,1.3,-6.3,-2.8,3.6,6.7,48.9,2.5
265,2012-02-01,3,-6,-2,3.4,0.8,43.2,2.9
266,2012-03-01,9.5,1.5,5.1,5.2,47.4,51.8,3.5
267,2012-04-01,17.9,7.8,12.3,4.6,157,54.1,3.4
268,2012-05-01,25.1,15.4,19.7,4.3,8.2,48.2,2.7
269,2012-06-01,29.7,20,24.1,5.4,91.9,54.1,2.8
270,2012-07-01,29,22.4,25.4,7.4,448.9,73.8,2.7
271,2012-08-01,30.9,23.9,27.1,6.8,464.9,68,3
272,2012-09-01,25,17.4,21,5.6,212,65.2,2.3
273,2012-10-01,20.5,11,15.3,3.6,99.3,58.2,2.3
274,2012-11-01,9.5,1.8,5.5,4.5,67.8,57.2,2.7
275,2012-12-01,-0.5,-7.4,-4.1,3.5,41.4,57,2.7
276,2013-01-01,0.3,-6.6,-3.4,4.3,22.1,57.1,2.7
277,2013-02-01,2.8,-4.9,-1.2,4.7,74.1,53.6,2.9
278,2013-03-01,10.8,0.7,5.1,3.3,27.3,49.2,3
279,2013-04-01,15,5.7,10,5,71.7,54,3.4
280,2013-05-01,23.6,13.7,18.2,4.7,132,57.8,2.9
281,2013-06-01,29.2,20.5,24.4,5.4,28.3,60.1,2.2
282,2013-07-01,28.3,23.4,25.5,8.5,676.2,79.3,3.4
283,2013-08-01,31.1,24.8,27.7,6.2,148.6,69.3,2.8
284,2013-09-01,25.9,18,21.8,5.5,138.5,62.9,2.2
285,2013-10-01,21.2,10.9,15.8,2.9,13.5,58.4,2.5
286,2013-11-01,10.7,2.1,6.2,3.9,46.9,58.2,2.7
287,2013-12-01,3.5,-3.5,-0.2,4,24.7,60.2,2.4
288,2014-01-01,3.5,-4.9,-0.7,3.4,13,50.1,2.4
289,2014-02-01,6.6,-1.8,1.9,4,16.2,52,2.7
290,2014-03-01,13.1,3.5,7.9,3.9,7.2,59.8,3
291,2014-04-01,19.6,9.4,14,4.7,31,59.9,2.8
292,2014-05-01,25.3,13.8,18.9,3.2,63,59.1,3.2
293,2014-06-01,27.8,19.7,23.1,6.7,98.1,72.8,2.6
294,2014-07-01,30.6,22.9,26.1,6.8,207.9,74.2,2.8
295,2014-08-01,29,22.1,25.2,7.1,172.8,77.2,2.4
296,2014-09-01,27,18,22.1,4.9,88.1,68.5,2.1
297,2014-10-01,21.4,10.7,15.6,3.3,52.2,63.2,2.4
298,2014-11-01,13.8,4.9,9,4.3,41.5,60.9,2.5
299,2014-12-01,1.5,-6.7,-2.9,3.4,17.9,56.3,2.8
300,2015-01-01,3.6,-4.8,-0.9,3.9,11.3,56.4,2.6
301,2015-02-01,6,-2.9,1,4.5,22.7,58.9,2.9
302,2015-03-01,12.4,1,6.3,2.8,9.6,45.2,3.1
303,2015-04-01,18.8,8.4,13.3,5,80.5,54.4,3.1
304,2015-05-01,24.9,13.6,18.9,4.1,28.9,52.8,2.9
305,2015-06-01,29.5,18.9,23.6,5.6,99,59.8,2.6
306,2015-07-01,30,22.6,25.8,7,226,71.2,2.8
307,2015-08-01,30.8,22.8,26.3,5.6,72.9,69.8,2.4
308,2015-09-01,28.1,17.5,22.4,3.8,26,56.2,2.3
309,2015-10-01,21.2,10.8,15.5,2.8,81.5,60.4,2.3
310,2015-11-01,12.7,5.9,8.9,6.6,104.6,73.3,2.7
311,2015-12-01,6,-2.1,1.6,4.1,29.1,59.9,2.3
312,2016-01-01,1.1,-6.8,-3.2,4,1,53,2.5
313,2016-02-01,5.1,-4.1,0.2,3.7,47.6,52.1,2.7
314,2016-03-01,12.6,2.4,7,3.6,40.5,51,2.4
315,2016-04-01,20.3,9.1,14.1,4.8,76.8,54.8,2.4
316,2016-05-01,25.7,14.1,19.6,4.6,160.5,56.2,2.4
317,2016-06-01,28.7,19.5,23.6,5.3,54.4,62.9,2.1
318,2016-07-01,29.8,23.3,26.2,7.2,358.2,72.9,2.1
319,2016-08-01,32.6,24.5,28,4.6,67.1,63.9,2.1
320,2016-09-01,27.9,19.3,23.1,5.8,33,64.5,2
321,2016-10-01,21.3,11.6,16.1,5.3,74.8,62.2,2.1
322,2016-11-01,11.6,2.8,6.8,4.7,16.7,56.8,2.2
323,2016-12-01,5.8,-2.7,1.2,4.7,61.1,59.2,2.2
