,년월,최고기온,최저기온,평균기온,평균운량,일강수량,상대습도,평균평속
152,2002/9,25.9,16.9,21.0,4.7,77.0,75.4,1.8
153,2002/10,18.7,7.8,12.9,4.0,67.8,70.7,1.8
154,2002/11,10.1,0.0,4.9,4.3,24.0,63.9,1.9
155,2002/12,7.1,-1.5,2.4,5.0,43.0,68.9,2.0
156,2003/1,2.9,-6.2,-1.7,4.4,11.2,66.2,2.6
157,2003/2,7.6,-1.4,2.9,5.2,59.2,65.2,2.0
158,2003/3,12.1,1.7,6.9,5.6,44.2,61.7,2.2
159,2003/4,18.9,8.6,13.6,5.4,217.5,61.7,2.6
160,2003/5,25.1,13.6,19.4,5.1,119.5,63.8,2.7
161,2003/6,26.4,18.2,22.0,7.3,186.4,70.3,2.2
162,2003/7,26.7,20.7,23.4,7.7,576.3,80.2,2.5
163,2003/8,27.9,21.7,24.4,7.3,254.9,80.3,2.2
164,2003/9,25.9,17.9,21.6,6.0,208.5,77.9,1.8
165,2003/10,20.3,8.6,14.0,3.2,21.5,65.7,1.7
166,2003/11,15.1,5.4,10.0,5.3,32.6,71.3,1.6
167,2003/12,6.8,-1.9,2.3,4.1,17.1,63.5,1.3
168,2004/1,4.8,-4.8,-0.5,3.8,10.9,62.6,1.1
169,2004/2,9.5,-1.8,3.6,3.5,30.6,55.8,1.6
170,2004/3,13.1,1.1,7.0,4.0,83.2,50.1,1.4
171,2004/4,20.6,7.5,13.9,3.9,73.1,48.7,2.2
172,2004/5,23.9,13.9,18.6,5.9,109.0,64.6,1.9
173,2004/6,29.2,18.7,23.5,6.4,383.5,62.5,1.9
174,2004/7,29.7,23.0,26.1,7.0,391.0,76.9,1.9
175,2004/8,30.0,22.7,25.9,6.1,198.3,73.2,1.8
176,2004/9,26.0,17.5,21.4,5.9,133.7,73.5,2.2
177,2004/10,21.1,9.0,14.7,2.9,5.0,63.4,1.7
178,2004/11,14.7,3.9,9.1,3.8,37.1,68.5,1.5
179,2004/12,8.5,-1.4,3.1,3.5,41.1,60.7,1.6
180,2005/1,3.2,-5.6,-1.5,3.9,6.0,56.3,2.1
181,2005/2,3.6,-5.1,-0.9,4.7,37.5,52.5,2.6
182,2005/3,10.5,-0.4,4.7,3.8,38.8,53.2,2.6
183,2005/4,19.9,7.8,13.6,4.0,48.5,50.1,2.6
184,2005/5,23.5,11.5,17.3,4.0,60.5,56.9,2.1
185,2005/6,27.7,18.5,22.7,5.9,209.6,68.1,1.9
186,2005/7,29.1,22.3,25.4,6.5,463.3,76.0,1.8
187,2005/8,29.1,22.2,25.1,6.6,499.5,78.0,1.5
188,2005/9,26.3,18.6,22.1,6.4,226.4,74.0,2.0
189,2005/10,19.9,9.2,14.2,4.0,30.5,71.4,1.4
190,2005/11,14.6,2.6,8.3,2.6,20.3,59.5,1.5
191,2005/12,2.0,-7.6,-2.9,4.1,15.2,63.3,1.5
192,2006/1,5.2,-3.8,0.3,5.0,31.2,65.2,1.4
193,2006/2,5.9,-3.9,0.9,4.9,33.1,59.8,1.8
194,2006/3,12.1,0.4,6.1,4.0,8.1,51.5,2.2
195,2006/4,17.0,7.0,11.7,5.6,94.2,60.2,2.3
196,2006/5,24.0,13.4,18.5,5.5,119.7,64.0,2.2
197,2006/6,27.5,17.8,22.3,5.6,131.0,68.9,1.8
198,2006/7,26.2,20.7,23.1,8.4,531.0,85.1,1.9
199,2006/8,31.5,22.9,26.7,5.2,113.6,75.1,1.5
200,2006/9,25.2,15.3,20.0,4.9,24.1,69.8,1.8
201,2006/10,23.6,11.5,17.1,2.7,19.3,68.7,1.3
202,2006/11,14.2,3.8,8.8,4.2,60.0,64.8,1.9
203,2006/12,7.0,-2.8,1.5,3.6,29.9,70.2,1.4
204,2007/1,5.7,-3.9,0.4,3.8,14.0,64.9,1.4
205,2007/2,10.4,-1.2,4.2,3.0,45.0,59.1,1.8
206,2007/3,12.6,2.0,6.9,5.2,117.5,61.5,2.1
207,2007/4,18.0,6.0,12.0,4.3,28.6,51.8,2.1
208,2007/5,24.1,12.9,18.3,4.4,130.1,61.3,2.2
209,2007/6,27.5,18.1,22.5,6.3,133.0,66.2,1.8
210,2007/7,27.9,21.2,24.2,7.2,275.7,77.0,1.9
211,2007/8,30.1,23.1,26.1,6.5,373.0,78.4,1.8
212,2007/9,25.1,18.1,21.2,7.3,549.9,80.2,1.9
213,2007/10,20.4,10.3,14.8,4.3,47.4,71.7,1.4
214,2007/11,12.9,1.5,6.6,2.9,9.8,64.8,1.4
215,2007/12,6.6,-1.8,2.0,4.9,26.9,72.9,1.4
216,2008/1,3.4,-4.5,-0.9,5.1,45.3,61.1,1.5
217,2008/2,4.8,-5.9,-0.9,2.4,9.1,49.1,1.9
218,2008/3,13.7,2.2,7.6,3.9,29.1,54.0,2.0
219,2008/4,20.5,7.8,14.0,4.5,34.4,53.2,2.3
220,2008/5,24.2,12.4,18.1,4.3,59.2,57.0,2.2
221,2008/6,25.9,17.0,21.1,6.4,148.3,68.1,2.2
222,2008/7,30.0,22.9,26.1,7.0,253.4,75.1,1.6
223,2008/8,28.9,20.8,24.6,5.2,325.2,72.2,2.2
224,2008/9,26.7,17.3,21.4,4.9,85.5,71.8,1.4
225,2008/10,21.3,10.4,15.2,4.1,19.6,71.2,1.3
226,2008/11,13.3,2.6,7.6,4.7,12.1,66.0,1.5
227,2008/12,7.1,-3.2,1.7,4.4,16.4,61.5,1.7
228,2009/1,4.1,-6.6,-1.7,3.8,15.4,60.3,1.6
229,2009/2,8.9,-1.4,3.5,5.8,27.5,61.3,1.7
230,2009/3,12.7,1.1,6.7,4.8,60.3,54.2,2.3
231,2009/4,19.3,6.3,12.7,4.2,34.5,52.4,2.0
232,2009/5,24.5,12.2,18.3,4.3,124.3,57.9,1.8
233,2009/6,27.4,16.9,22.1,5.0,87.3,63.1,1.8
234,2009/7,27.1,19.5,22.9,7.5,429.2,76.3,1.8
235,2009/8,28.7,20.7,24.5,5.9,148.3,71.3,2.1
236,2009/9,26.6,17.0,21.4,4.8,46.0,68.5,1.6
237,2009/10,22.3,10.1,15.6,3.1,24.7,64.0,1.6
238,2009/11,11.9,3.6,7.4,5.6,54.7,66.7,1.8
239,2009/12,4.8,-4.0,0.2,4.9,38.2,65.8,1.6
240,2010/1,2.5,-7.3,-2.7,4.1,46.4,66.4,1.5
241,2010/2,6.7,-2.0,2.1,5.0,81.5,63.0,1.8
242,2010/3,9.7,1.0,5.3,6.2,100.1,62.1,2.3
243,2010/4,15.8,4.4,10.0,4.9,88.5,54.7,2.3
244,2010/5,23.5,12.0,17.8,5.1,117.6,60.3,2.0
245,2010/6,28.6,18.4,23.4,5.6,65.6,62.2,1.8
246,2010/7,29.8,22.7,25.7,7.0,223.1,75.1,1.8
247,2010/8,30.8,24.4,27.1,7.1,376.4,79.4,1.6
248,2010/9,26.6,18.4,21.9,5.5,250.5,76.9,1.5
249,2010/10,20.0,9.4,14.2,3.8,17.9,70.4,1.4
250,2010/11,13.1,1.3,6.9,2.9,16.4,59.9,1.6
251,2010/12,5.3,-4.7,0.1,3.8,35.7,66.4,1.5
252,2011/1,-0.6,-10.4,-5.7,3.2,4.0,59.7,1.6
253,2011/2,7.6,-3.3,1.8,4.0,44.8,60.3,1.4
254,2011/3,10.5,-0.7,4.5,3.1,19.0,48.8,2.3
255,2011/4,17.7,5.9,11.6,4.5,71.0,53.2,2.1
256,2011/5,23.6,13.1,18.1,5.7,162.0,59.6,2.1
